;# galnum,[OII]3727,Hb,[OIII]4959,[OIII]5007,[OI]6300,Ha,[NII]6584,[SII]6717,[SII]6731,[SIII]9069,[SIII]9532,flag,E(B-V),dE(B-V),scale_blue,dscale_blue
1	0.00	0.00	0.00	0.00	0.00	4.86	1.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2	0.00	0.00	0.00	0.00	0.00	2.22	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3	0.00	0.00	0.00	0.00	0.00	3.52	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4	0.00	0.84	0.00	0.00	0.00	4.86	1.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5	0.00	0.78	0.00	0.00	0.00	2.22	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6	0.00	0.98	0.00	0.00	0.00	3.52	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7	1.57	0.84	0.00	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8	0.58	0.12	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9	1.57	0.84	0.00	0.90	0.00	4.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10	0.69	0.12	0.00	0.04	0.00	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11	1.19	0.28	0.00	0.66	0.00	1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
12	0.58	0.12	0.00	0.44	0.00	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13	1.57	0.84	0.00	0.90	0.00	4.86	1.77	0.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14	0.69	0.12	0.00	0.04	0.00	0.61	0.18	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15	0.37	0.05	0.00	0.14	0.00	0.16	0.02	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16	1.19	0.28	0.00	0.66	0.00	1.73	0.41	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17	0.39	0.42	0.00	0.00	0.00	2.17	0.81	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18	0.00	0.02	0.00	0.04	0.00	0.09	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20	0.00	0.00	0.00	0.00	0.00	3.1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
21	0.00	0.00	0.00	0.00	0.00	3.1	0.24	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
22	0.00	0.02	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23	0.00	0.02	0.00	0.04	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
24	0.00	0.02	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
25	0.39	0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
26	0.39	0.42	0.00	0.00	0.00	2.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
