;# galnum,[OII]3727,Hb,[OIII]4959,[OIII]5007,[OI]6300,Ha,[NII]6584,[SII]6717,[SII]6731,[SIII]9069,[SIII]9532,flag,E(B-V),dE(B-V),scale_blue,dscale_blue
1	0.00	0.00	0.00	0.00	0.00	4.84	1.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2	0.00	0.00	0.00	0.00	0.00	2.17	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3	0.00	0.00	0.00	0.00	0.00	3.51	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4	0.00	0.71	0.00	0.00	0.00	4.84	1.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5	0.00	0.48	0.00	0.00	0.00	2.17	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6	0.00	0.96	0.00	0.00	0.00	3.51	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7	1.34	0.71	0.00	0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8	0.55	0.11	0.00	0.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9	1.34	0.71	0.00	0.77	0.00	4.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10	0.52	0.10	0.00	0.02	0.00	0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11	1.15	0.26	0.00	0.65	0.00	1.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
12	0.55	0.11	0.00	0.43	0.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13	1.34	0.71	0.00	0.77	0.00	4.84	1.76	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14	0.52	0.10	0.00	0.02	0.00	0.60	0.17	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15	0.34	0.04	0.00	0.13	0.00	0.15	0.02	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16	1.15	0.26	0.00	0.65	0.00	1.72	0.40	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17	0.28	0.35	0.00	0.00	0.00	2.10	0.76	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18	0.00	0.02	0.00	0.04	0.00	0.09	0.02	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20	0.00	0.00	0.00	0.00	0.00	3.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
21	0.00	0.00	0.00	0.00	0.00	3.09	0.24	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
22	0.00	0.02	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23	0.00	0.02	0.00	0.04	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
24	0.00	0.02	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
25	0.28	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
26	0.28	0.35	0.00	0.00	0.00	2.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
